http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutprofilesearch_cpt-concept?lbu=US&locale=en_US&audience=lps,What are my options when searching for attorney
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutprofilesearch_cpt-concept?lbu=US&locale=en_US&audience=lps,Searching for attorney
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutprofilesearch_cpt-concept?lbu=US&locale=en_US&audience=lps,Searching for attorney
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutprofilesearch_cpt-concept?lbu=US&locale=en_US&audience=lps,Searching for witness
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutprofilesearch_cpt-concept?lbu=US&locale=en_US&audience=lps,Searching for expert witness
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutprofilesearch_cpt-concept?lbu=US&locale=en_US&audience=lps,Searching for witness
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutprofilesearch_cpt-concept?lbu=US&locale=en_US&audience=lps,Searching for judge profiles
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutprofilesearch_cpt-concept?lbu=US&locale=en_US&audience=lps,options for judge profiles
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutprofilesearch_cpt-concept?lbu=US&locale=en_US&audience=lps,getting judge profiles
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutprofilesearch_cpt-concept?lbu=US&locale=en_US&audience=lps,getting expert witness profiles
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchforexpert_hdi-task?lbu=US&locale=en_US&audience=lps,How do I search for a specific expert witness using LexisNexis® Litigation Profile Suite?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchforexpert_hdi-task?lbu=US&locale=en_US&audience=lps,Search for specific expert witness
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchforexpert_hdi-task?lbu=US&locale=en_US&audience=lps,expert witness using LexisNexis® Litigation Profile Suite
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchforexpert_hdi-task?lbu=US&locale=en_US&audience=lps,get expert witness using LexisNexis® Litigation Profile Suite
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchforjudgejurisdiction_hdi-task?lbu=US&locale=en_US&audience=lps,How do I search for a judge within a specific jurisdiction?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchforjudgejurisdiction_hdi-task?lbu=US&locale=en_US&audience=lps,Search judge in jurisdiction
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchforjudgejurisdiction_hdi-task?lbu=US&locale=en_US&audience=lps,Search judge in specific jurisdiction?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchforjudgejurisdiction_hdi-task?lbu=US&locale=en_US&audience=lps,Get judge for specific jurisdiction
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchforattorney_hdi-task?lbu=US&locale=en_US&audience=lps,Search for attorney
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchforattorney_hdi-task?lbu=US&locale=en_US&audience=lps,How do I search for an attorney using  Litigation Profile Suite?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsprefiltersearchresults_hdi-task?lbu=US&locale=en_US&audience=lps,How do I pre-filter my LexisNexis Litigation Profile Suite search results?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewindividualattorney_hdi-task?lbu=US&locale=en_US&audience=lps,How do I view LexisNexis Litigation Profile Suite reports of individual attorneys?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutattorneyreports_cpt-concept?lbu=US&locale=en_US&audience=lps,Understanding Attorney Reports for LexisNexis Litigation Profile Suite
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewattorneyoverview_hdi-task?lbu=US&locale=en_US&audience=lps,How do I view a snapshot of an attorney's profile using LexisNexis Litigation Profile Suite?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewattorneypracticehistory_hdi-task?lbu=US&locale=en_US&audience=lps,How do I view the ways an attorney has been involved in various cases using LexisNexis Litigation Profile Suite?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsworkwithgraphs_hdi-task?lbu=US&locale=en_US&audience=lps,How do I interpret LexisNexis Litigation Profile Suite graph data?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsvsgraphs_ref-reference?lbu=US&locale=en_US&audience=lps,Understanding the Graphs and Charts Used in LexisNexis Litigation Profile Suite
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewpublications_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I view a list of documents in which an expert witness, judge, or attorney has been published?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewnews_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I view news articles in which an expert witness, judge, or attorney has been mentioned?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchlexisweb_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I perform a Web search for information on an expert witness, judge, or attorney?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsfilterreports_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I restrict data about individual expert, attorney, and judge profiles?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsunknowndata_cpt-concept?lbu=US&locale=en_US&audience=lps,What if my LexisNexis Litigation Profile Suite results contain unknown data?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewindividualexpert_hdi-task?lbu=US&locale=en_US&audience=lps,How do I view LexisNexis Litigation Profile Suite reports of individual experts?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutexpertreports_cpt-concept?lbu=US&locale=en_US&audience=lps,Understanding Expert Witness Reports for LexisNexis Litigation Profile Suite
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewcv_hdi-task?lbu=US&locale=en_US&audience=lps,How do I view the expert witness' curriculum vitae?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewexpertoverview_hdi-task?lbu=US&locale=en_US&audience=lps,How do I view a snapshot of an expert witness' profile using LexisNexis Litigation Profile Suite?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewexpertcaseinvolvement_hdi-task?lbu=US&locale=en_US&audience=lps,How do I view the ways an expert witness has been involved in cases?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsworkwithgraphs_hdi-task?lbu=US&locale=en_US&audience=lps,How do I interpret LexisNexis Litigation Profile Suite graph data?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsvsgraphs_ref-reference?lbu=US&locale=en_US&audience=lps,Understanding the Graphs and Charts Used in LexisNexis Litigation Profile Suite
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewpublications_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I view a list of documents in which an expert witness, judge, or attorney has been published?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewnews_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I view news articles in which an expert witness, judge, or attorney has been mentioned?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchlexisweb_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I perform a Web search for information on an expert witness, judge, or attorney?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsfilterreports_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I restrict data about individual expert, attorney, and judge profiles?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsunknowndata_cpt-concept?lbu=US&locale=en_US&audience=lps,What if my LexisNexis Litigation Profile Suite results contain unknown data?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsexpertsources_ref-reference?lbu=US&locale=en_US&audience=lps,LexisNexis Litigation Profile Suite Sources for Expert Witness Profiles
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewindividualjudge_hdi-task?lbu=US&locale=en_US&audience=lps,How do I view LexisNexis Litigation Profile Suite reports of individual judges?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsaboutjudgereports_cpt-concept?lbu=US&locale=en_US&audience=lps,Understanding Judge Reports in LexisNexisLitigation Profile Suite
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewjudgeoverview_hdi-task?lbu=US&locale=en_US&audience=lps,How do I view a snapshot of the judge's profile using LexisNexis Litigation Profile Suite?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewjudgerulinghistory_hdi-task?lbu=US&locale=en_US&audience=lps,How do I view the ways a judge has been involved in the courts using LexisNexis Litigation Profile Suite?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsworkwithgraphs_hdi-task?lbu=US&locale=en_US&audience=lps,How do I interpret LexisNexis Litigation Profile Suite graph data?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsvsgraphs_ref-reference?lbu=US&locale=en_US&audience=lps,Understanding the Graphs and Charts Used in LexisNexis Litigation Profile Suite
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewpublications_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I view a list of documents in which an expert witness, judge, or attorney has been published?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsviewnews_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I view news articles in which an expert witness, judge, or attorney has been mentioned?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpssearchlexisweb_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I perform a Web search for information on an expert witness, judge, or attorney?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsfilterreports_hdi-task?lbu=US&locale=en_US&audience=lps,"How do I restrict data about individual expert, attorney, and judge profiles?"
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsunknowndata_cpt-concept?lbu=US&locale=en_US&audience=lps,What if my LexisNexis Litigation Profile Suite results contain unknown data?
http://help.lexisnexis.com/tabula-rasa/newlexis/lpsjudgesources_ref-reference?lbu=US&locale=en_US&audience=lps,LexisNexis Litigation Profile Suite Sources for Judge Profiles
http://help.lexisnexis.com/tabula-rasa/newlexis/fulldocworkwith_hdi-task?lbu=US&locale=en_US&audience=lps,How do I view a document in reading view?
http://help.lexisnexis.com/tabula-rasa/newlexis/searchfulldoc_hdi-task?lbu=US&locale=en_US&audience=lps,How do I search for text in the document I'm viewing?
http://help.lexisnexis.com/tabula-rasa/newlexis/savedocumenttofolder_hdi-task?lbu=US&locale=en_US&audience=lps,How do I save a document from my results to a folder?
http://help.lexisnexis.com/tabula-rasa/newlexis/copycitation_hdi-task?lbu=US&locale=en_US&audience=lps,How do I copy a citation to the clipboard?
http://help.lexisnexis.com/tabula-rasa/newlexis/displaylegalissuetrail_hdi-task?lbu=US&locale=en_US&audience=lps,How do I display the Legal Issue Trail?
http://help.lexisnexis.com/tabula-rasa/newlexis/uselegalissuetrail_hdi-task?lbu=US&locale=en_US&audience=lps,How do I use the Legal Issue Trail?
http://help.lexisnexis.com/tabula-rasa/newlexis/legaltopicdossier_cpt-concept?lbu=US&locale=en_US&audience=lps,What are Topic Summaries?
http://help.lexisnexis.com/tabula-rasa/newlexis/paginationinreporters_ref-reference?lbu=US&locale=en_US&audience=lps,Page Numbering in Reporter Documents
http://help.lexisnexis.com/tabula-rasa/newlexis/shepardsmlth_cpt-concept?lbu=US&locale=en_US&audience=lps,What is Shepard's More Like This Headnote
http://help.lexisnexis.com/tabula-rasa/newlexis/toc_cpt-concept?lbu=US&locale=en_US&audience=lps,What is Table of Contents browsing?
http://help.lexisnexis.com/tabula-rasa/newlexis/createannotation_hdi-task?lbu=US&locale=en_US&audience=lps,How do I make annotations in a document?
http://help.lexisnexis.com/tabula-rasa/newlexis/highlightext_hdi-task?lbu=US&locale=en_US&audience=lps,How do I highlight text in a document?
http://help.lexisnexis.com/tabula-rasa/newlexis/hideshowdeletehighlight_hdi-task?lbu=US&locale=en_US&audience=lps,How do I hide or delete highlighting in a document?
http://help.lexisnexis.com/tabula-rasa/newlexis/taxabout_cpt-concept?lbu=US&locale=en_US&audience=tax,What is Lexis Advance Tax?
http://help.lexisnexis.com/tabula-rasa/newlexis/taxviewtaxproduct_hdi-task?lbu=US&locale=en_US&audience=tax,View the Lexis Advance product
http://help.lexisnexis.com/tabula-rasa/newlexis/taxchoosepracticearea_hdi-task?lbu=US&locale=en_US&audience=tax,Choose my tax practice area
http://help.lexisnexis.com/tabula-rasa/newlexis/taxperformsearch_hdi-task?lbu=US&locale=en_US&audience=tax,Perform a tax search
http://help.lexisnexis.com/tabula-rasa/newlexis/taxfindocument_hdi-task?lbu=US&locale=en_US&audience=tax,Find a tax document
http://help.lexisnexis.com/tabula-rasa/newlexis/taxsearchnews_hdi-task?lbu=US&locale=en_US&audience=tax,View recent tax news
http://help.lexisnexis.com/tabula-rasa/newlexis/taxviewoverview_hdi-task?lbu=US&locale=en_US&audience=tax,View the contents of Lexis Tax Advisor - Federal Topical
http://help.lexisnexis.com/tabula-rasa/newlexis/taxviewoverviewstate_hdi-task?lbu=US&locale=en_US&audience=tax,View the contents of Bender's State Taxation: Principles and Practice
http://help.lexisnexis.com/tabula-rasa/newlexis/taxviewoverviewinternational_hdi-task?lbu=US&locale=en_US&audience=tax,View the contents of Rhoades & Langer U.S. International Taxation and Tax Treaties
http://help.lexisnexis.com/tabula-rasa/newlexis/taxsources_hdi-task?lbu=US&locale=en_US&audience=tax,Work with the different tax sources
http://help.lexisnexis.com/tabula-rasa/newlexis/taxrestrictsearchtosources_hdi-task?lbu=US&locale=en_US&audience=tax,Restrict my tax search to specific sources
http://help.lexisnexis.com/tabula-rasa/newlexis/taxsavefavorites_hdi-task?lbu=US&locale=en_US&audience=tax,Save a tax source as a favorite
http://help.lexisnexis.com/tabula-rasa/newlexis/taxsearchccharchive_hdi-task?lbu=US&locale=en_US&audience=tax,Search the CCH tax archive
http://help.lexisnexis.com/tabula-rasa/newlexis/taxviewresults_hdi-task?lbu=US&locale=en_US&audience=tax,Work with my Lexis Advance Tax search results
http://help.lexisnexis.com/tabula-rasa/newlexis/taxnarrowresults_hdi-task?lbu=US&locale=en_US&audience=tax,Narrow or filter my Lexis Advance Tax search results
http://help.lexisnexis.com/tabula-rasa/newlexis/taxviewdoc_hdi-task?lbu=US&locale=en_US&audience=tax,Locate and view a tax document
http://help.lexisnexis.com/tabula-rasa/newlexis/alertcreatetaxnewstips-field?lbu=US&locale=en_US&audience=tax,Create a Search Alert Page (Lexis Advance Tax)
http://help.lexisnexis.com/tabula-rasa/newlexis/contactsupport_ref-reference?lbu=US&locale=en_US&audience=icw,Customer Support Contact Information
http://help.lexisnexis.com/tabula-rasa/newlexis/icwpodescriptions_cpt-concept?lbu=US&locale=en_US&audience=icw,LexisNexis Interactive Citation Workstation for students
http://help.lexisnexis.com/tabula-rasa/newlexis/icwpodescriptionsprofessor_cpt-concept?lbu=US&locale=en_US&audience=icw,LexisNexis Interactive Citation Workstation for professors
http://help.lexisnexis.com/tabula-rasa/newlexis/icwtakexercise_hdi-task?lbu=US&locale=en_US&audience=icw,How do I complete an exercise in LexisNexis Interactive Citation Workstation?
http://help.lexisnexis.com/tabula-rasa/newlexis/icwrequestreset_hdi-task?lbu=US&locale=en_US&audience=icw,How do I request an exercise reset in LexisNexis Interactive Citation Workstation?
http://help.lexisnexis.com/tabula-rasa/newlexis/icwprintcertificate_hdi-task?lbu=US&locale=en_US&audience=icw,How do I print a LexisNexis Interactive Citation Workstation completion certificate?
http://help.lexisnexis.com/tabula-rasa/newlexis/icwchangeprofessor_hdi-task?lbu=US&locale=en_US&audience=icw,How do I select my professors in LexisNexis Interactive Citation Workstation?
http://help.lexisnexis.com/tabula-rasa/newlexis/icwgradexercise_hdi-task?lbu=US&locale=en_US&audience=icw,How do I grade LexisNexis Interactive Citation Workstation exercises by manual?
http://help.lexisnexis.com/tabula-rasa/newlexis/icwgradexerciseStudent_hdi-task?lbu=US&locale=en_US&audience=icw,How do I grade LexisNexis Interactive Citation Workstation exercises for a selected student?
http://help.lexisnexis.com/tabula-rasa/newlexis/icwexercisesettings_hdi-task?lbu=US&locale=en_US&audience=icw,How do I change LexisNexis Interactive Citation Workstation's exercise settings?
http://help.lexisnexis.com/tabula-rasa/newlexis/icwresetexercise_hdi-task?lbu=US&locale=en_US&audience=icw,How do I reset an LexisNexis Interactive Citation Workstation exercise for a student?
